listing_id,date
2518124,2015-07-23
2518124,2015-08-16
2518124,2015-08-24
2518124,2015-09-05
2518124,2015-09-11
2518124,2016-02-28
2518124,2016-03-26
2518124,2016-04-19
2518124,2016-05-04
2518124,2016-06-05
2518124,2016-07-05
2518124,2016-07-11
2518124,2016-07-14
2518124,2016-08-14
2518124,2016-08-19
2518124,2016-08-31
2518124,2016-09-19
2518124,2016-09-24
2518124,2016-10-10
2518124,2016-10-21
12536919,2016-04-24
12536919,2016-05-10
12536919,2016-05-17
12536919,2016-05-22
12536919,2016-06-06
12536919,2016-06-13
12536919,2016-07-25
12536919,2016-07-28
12536919,2016-08-08
12536919,2016-08-14
12536919,2016-09-05
12536919,2016-10-15
12536919,2016-10-17
12536919,2016-11-05
12536919,2016-11-30
1362331,2014-05-12
1362331,2014-06-06
1362331,2014-06-24
1362331,2014-07-11
1362331,2014-08-18
1362331,2014-09-01
1362331,2014-09-25
1362331,2014-10-26
1362331,2015-06-16
1362331,2015-08-11
1362331,2015-08-26
1362331,2015-09-07
1362331,2015-09-14
1362331,2015-09-27
1362331,2015-10-11
1362331,2015-10-28
1362331,2016-02-21
1362331,2016-04-02
1362331,2016-04-23
1362331,2016-05-07
1362331,2016-05-22
1362331,2016-05-31
1362331,2016-06-16
1362331,2016-07-02
1362331,2016-07-10
1362331,2016-07-25
1362331,2016-08-19
1362331,2016-08-28
1362331,2016-09-07
1362331,2016-09-22
1362331,2016-09-30
1362331,2016-10-08
1362331,2016-10-17
1362331,2016-10-28
1362331,2016-11-06
1362331,2017-02-03
1362331,2017-02-12
1362331,2017-03-02
1362331,2017-03-08
3939214,2014-09-16
3939214,2014-09-20
3939214,2014-10-17
3939214,2014-10-24
3939214,2015-01-16
3939214,2015-04-16
3939214,2015-06-24
3939214,2015-07-05
3939214,2015-07-15
3939214,2015-08-31
3939214,2015-09-15
3939214,2015-09-21
3939214,2015-10-28
3939214,2015-11-28
3939214,2016-05-09
3939214,2016-05-11
3939214,2016-06-28
3939214,2016-07-02
3939214,2016-07-04
3939214,2016-07-23
3939214,2016-08-27
3939214,2016-09-03
3939214,2016-09-11
556299,2012-08-12
556299,2012-08-15
556299,2012-08-21
556299,2012-08-29
556299,2012-09-04
556299,2012-10-11
556299,2012-11-29
556299,2013-04-20
556299,2013-05-05
556299,2013-08-26
556299,2013-10-17
556299,2014-01-06
556299,2014-04-13
556299,2014-05-04
556299,2014-06-30
556299,2014-07-16
556299,2014-08-14
556299,2014-08-28
556299,2014-09-16
556299,2014-09-25
556299,2015-04-09
556299,2015-04-13
556299,2015-05-04
556299,2015-06-06
556299,2015-07-02
556299,2015-07-05
556299,2015-07-17
556299,2015-07-25
556299,2015-08-10
556299,2015-08-16
556299,2015-08-24
556299,2015-08-28
556299,2015-09-01
556299,2015-09-18
556299,2016-05-16
556299,2016-06-30
556299,2016-07-11
556299,2016-08-04
556299,2016-08-17
556299,2016-08-26
556299,2016-08-29
3964654,2014-09-23
3964654,2014-10-21
14462051,2016-09-07
14462051,2016-09-13
14462051,2016-09-16
14462051,2016-09-20
14462051,2016-09-29
14462051,2016-10-04
14462051,2016-10-09
14462051,2016-10-12
14462051,2016-10-26
14462051,2016-11-11
14462051,2016-12-31
14462051,2017-02-25
2545373,2014-07-27
2545373,2014-08-15
2545373,2014-08-17
2545373,2014-08-28
2545373,2014-09-11
2545373,2014-09-15
2545373,2014-09-28
2545373,2014-10-09
2545373,2014-10-12
2545373,2014-10-19
2545373,2014-10-22
2545373,2014-11-01
2545373,2014-11-30
2545373,2015-02-21
2545373,2015-04-08
2545373,2015-05-14
2545373,2015-06-09
2545373,2015-06-28
2545373,2015-07-24
2545373,2015-09-27
2545373,2015-10-18
2545373,2016-04-24
2545373,2016-04-28
2545373,2016-05-14
2545373,2016-05-18
2545373,2016-05-22
2545373,2016-06-26
2545373,2016-06-29
2545373,2016-07-03
2545373,2016-07-07
2545373,2016-07-20
2545373,2016-07-25
2545373,2016-08-10
2545373,2016-08-15
2545373,2016-08-23
2545373,2016-08-29
2545373,2016-09-09
2545373,2016-09-16
2545373,2016-09-20
2545373,2016-09-23
2545373,2016-09-26
2545373,2016-10-02
2545373,2016-10-14
2545373,2016-10-16
2545373,2016-10-30
2545373,2017-03-09
11221833,2016-08-21
11221833,2016-09-20
11221833,2016-10-29
11966147,2016-06-14
11966147,2016-06-22
11966147,2016-06-27
11966147,2016-07-05
11966147,2016-07-12
11966147,2016-07-19
11966147,2016-07-23
11966147,2016-07-30
11966147,2016-08-21
11966147,2016-08-31
11966147,2016-09-05
11966147,2016-09-22
11966147,2016-09-25
11966147,2016-10-04
11966147,2016-10-11
